,ID,Movie Name,Year,Timing(min),Rating(10),Votes,Genre,Language
2731,tt0356933,Nakshathrakkannulla Rajakumaran Avanundoru Rajakumari,2002,-,3.3,86,"Comedy, Drama, Romance            ",malayalam
2736,tt0256484,Veettu Mrugam,1969,-,-,-,-,malayalam
2738,tt0249188,Thoovanathumbikal,1987,151 min,8.6,"3,638","Drama, Romance            ",malayalam
2740,tt0257798,Inquilab Zindabad,1971,-,-,-,-,malayalam
2744,tt0255458,Panchapandavar,1999,-,5.0,21,"Action, Comedy            ",malayalam
2750,tt0278129,Uyirthezhunnelppu,1985,63 min,-,-,-,malayalam
2772,tt0357085,Rakshasa Rajjni,2002,-,-,-,-,malayalam
2782,tt2786278,Amen,I 2013,165 min,7.8,"2,870","Drama, Romance            ",malayalam
2798,tt4678788,Lailaa O Lailaa,2015,168 min,3.2,363,"Action, Thriller            ",malayalam
2815,tt7275234,Veena Vaadanam,2008,26 min,-,-,"Short, History            ",malayalam
2821,tt3774818,Zahir,2014,102 min,5.6,5,Family            ,malayalam
2822,tt14428006,Greener Pastures: Three unique farmers and one story,2021,19 min,-,-,"Documentary, Short            ",malayalam
2823,tt2648034,Annayum Rasoolum,2013,168 min,7.4,"1,735",Romance            ,malayalam
2828,tt11651586,Maram Peyyumbol,2020,-,-,-,Drama            ,malayalam
2835,tt8197466,Nadakantham,2018,20 min,-,-,"Short, Crime, Drama            ",malayalam
2837,tt1904861,Chinatown,2011,149 min,3.7,494,Comedy            ,malayalam
2838,tt0216278,Thadakam,1982,-,5.4,5,-,malayalam
2841,tt0257536,Devi,1972,-,-,-,-,malayalam
2854,tt0274114,Summer in Bethlehem,1998,143 min,7.8,"1,192","Comedy, Drama            ",malayalam
2859,tt0308563,Mazhavil Kavadi,1989,143 min,7.1,232,"Comedy, Romance            ",malayalam
2862,tt3588012,Nidhiyude Katha,1986,75 min,-,-,Fantasy            ,malayalam
2864,tt2779896,Scene Onnu Nammude Veedu,2012,121 min,4.1,18,Drama            ,malayalam
2876,tt0355654,Kireedamillatha Rajakkanmar,1996,133 min,5.1,34,Comedy            ,malayalam
2880,tt3148844,English: An Autumn in London,2012,-,5.8,137,Drama            ,malayalam
2881,tt0334400,Sooryante Maranum,1980,-,-,-,-,malayalam
2883,tt0333325,Dheera,1982,-,-,-,-,malayalam
2884,tt0267907,Sara Varsham,1982,-,-,-,"Crime, Drama, Thriller            ",malayalam
2894,tt0358007,Pathinaram Prayathil,2002,99 min,-,-,-,malayalam
2908,tt0357325,Yamam,2002,81 min,-,-,-,malayalam
2918,tt5090136,Colour Balloon,2014,124 min,5.7,6,Drama            ,malayalam
2929,tt0232069,Mayor Nair,1966,-,-,-,-,malayalam
2945,tt1995389,Oridathoru Postman,2010,129 min,3.7,68,Drama            ,malayalam
2947,tt10940482,Oru Avadhikaalam,2010,85 min,-,-,Comedy            ,malayalam
2952,tt0277947,Pavakkoothu,1990,-,4.8,29,"Comedy, Drama            ",malayalam
2959,tt12740832,Ramaniyechiyude Namathil,2015,-,-,-,"Short, Drama            ",malayalam
2960,tt5692812,Bhagavathykaavile Papikal: Sinners at the Goddess Abode,2016,8 min,-,-,"Short, Drama            ",malayalam
2968,-,Aaravam,,-,-,-,"Action, Romance            ",malayalam
2976,tt10843328,Thiranottam,1978,-,-,-,Drama            ,malayalam
2978,tt13103212,Irul,2021,91 min,5.8,"2,030","Mystery, Thriller            ",malayalam
2993,tt9817674,Swarna Malsyangal,2019,118 min,6.0,5,Drama            ,malayalam
3033,tt13493960,Lokamay Yathara,2008,28 min,-,-,"Documentary, Short            ",malayalam
3047,tt0254467,Kalithozhan,1966,-,-,-,-,malayalam
3056,tt0346001,Thaalam Thettiya Tharattu,1983,-,-,-,"Drama, Romance            ",malayalam
3059,tt0352273,David David Mr. David,1988,-,-,-,-,malayalam
3061,tt0306041,Sammohanam,1994,106 min,5.9,8,Drama            ,malayalam
3065,tt1774421,In Scary House,2010 Video,-,6.7,6,Comedy            ,malayalam
3077,tt0275679,Silayugathile Sthreekal,1996,-,-,-,-,malayalam
3078,tt0253882,Vanamala,1951,-,-,-,-,malayalam
3080,tt0235601,Money Order,1990 TV Movie,-,-,-,-,malayalam
3082,tt0234871,Thanthulli,1979,-,-,-,-,malayalam
3083,tt0355868,Pallivathuckal Thommichan,1996,-,4.5,8,Drama            ,malayalam
3092,-,Sunny Side-up,,-,-,-,"Short, Adventure            ",malayalam
3096,tt0186816,Amme Anupame,1977,-,4.4,7,-,malayalam
3097,tt14519216,Ente Manasaputhri,2007– ,-,-,-,Romance            ,malayalam
3100,tt0272023,Chakrayudham,1978,-,-,-,-,malayalam
3120,tt0352961,Urukku Manushyan,1986,-,-,-,-,malayalam
3125,tt3920882,Leena,2012,8 min,-,-,"Short, Thriller            ",malayalam
3136,tt0271955,Agni,1978,117 min,-,-,-,malayalam
3142,tt0278948,Ashthami Rohini,1975,-,-,-,-,malayalam
3163,-,Charam,,-,-,-,Drama            ,malayalam
3166,tt8956398,Mr. & Ms. Rowdy,2019,146 min,4.4,181,"Comedy, Thriller            ",malayalam
3167,tt1334104,Sagar Alias Jackie: Reloaded,2009,139 min,5.2,876,"Action, Crime            ",malayalam
3183,tt0463412,Anandabhairavi,2007,-,5.9,17,-,malayalam
3190,-,Sara's,,-,-,-,Comedy            ,malayalam
3192,tt0332396,Sikharangal,1979,-,-,-,-,malayalam
3193,tt0334295,Sankeerthanampole,1997,-,-,-,-,malayalam
3198,tt0352885,Sunil Vayassu 20,1986,120 min,5.3,6,"Crime, Drama            ",malayalam
3205,tt0353192,Arangu,1991,107 min,5.7,7,"Crime, Mystery            ",malayalam
3220,tt0272075,Ekaakini,1978,-,-,-,-,malayalam
3234,tt0928194,Arabikkatha,2007,150 min,7.5,858,Drama            ,malayalam
3235,tt9014416,Choice,VI 2018,8 min,-,-,"Short, Drama, Family            ",malayalam
3241,tt1547940,Patham Nilayile Theevandi,2009,102 min,6.6,35,"Drama, Family            ",malayalam
3246,tt0235846,Unnikrishnante Adyathe Christmas,1989,-,4.8,17,Drama            ,malayalam
3249,tt0867401,Photographer,2006,147 min,4.6,159,"Action, Comedy, Drama            ",malayalam
3251,tt2146836,Diamond Necklace,2012,157 min,7.2,"1,688","Drama, Romance            ",malayalam
3264,-,A Ranjith Cinema,,-,-,-,Thriller            ,malayalam
3281,tt0257888,Madhuvidhu,1970,-,-,-,-,malayalam
3291,tt0279522,Youvanam,1974,-,-,-,-,malayalam
3307,tt1472176,Swarnam,2008,148 min,2.8,8,Drama            ,malayalam
3314,tt4851630,Maheshinte Prathikaaram,2016,120 min,8.3,"7,126","Comedy, Drama, Thriller            ",malayalam
3315,tt1877589,Christian Brothers,2011,-,4.8,687,"Action, Drama, Thriller            ",malayalam
3339,tt0317937,Naagamadhathu Thampuratti,1982,144 min,6.1,8,-,malayalam
3353,-,Makudi,2021,-,-,-,Drama            ,malayalam
3359,tt0249185,Thinkalazhcha Nalla Divasam,1985,126 min,7.2,135,Drama            ,malayalam
3361,tt2667690,Kammath & Kammath,2013,160 min,3.6,416,"Action, Comedy            ",malayalam
3364,tt0353155,Aazhikkoru Muthu,1989,-,-,-,-,malayalam
3394,tt0275378,Gorilla,1985,-,-,-,-,malayalam
3397,tt0353237,Bhoomika,1991,125 min,5.3,9,Drama            ,malayalam
3405,tt0356089,Sundarmare Sookshikkuka,1995,111 min,-,-,-,malayalam
3421,tt8116540,21 Diamonds,2018,122 min,-,-,"Action, Crime, Thriller            ",malayalam
3425,tt0281279,Thirumul Kazcha,1976,-,-,-,-,malayalam
3437,tt0252185,Aana Valarthiyal Vanampady,1959,-,-,-,-,malayalam
3441,tt9034602,1948 Kaalam Paranjathu,2019,133 min,-,-,"Drama, History            ",malayalam
3446,tt0155765,Ithiri Poove Chuvannapoove,1984,-,7.0,25,"Crime, Drama            ",malayalam
3450,tt0352645,Niramulla Ravulkal,1986,-,-,-,-,malayalam
3457,tt7576032,Chippy,2017,121 min,-,-,Drama            ,malayalam
3463,tt13114138,Thikachum Swabhavikam,2019,6 min,-,-,"Short, Drama            ",malayalam
3464,tt0268469,Mudhra Mothiram,1978,135 min,-,-,-,malayalam
3475,tt4112402,Lal Bahadur & Shastri,2014,108 min,5.3,101,Thriller            ,malayalam
3486,tt7253188,Kala Viplavam Pranayam,2018,121 min,4.6,117,"Action, Drama, Thriller            ",malayalam
3490,tt11694720,Chilappol Penkutty,2019,-,-,-,Drama            ,malayalam
3501,tt11866518,Varthamanam,2021,123 min,8.2,152,Drama            ,malayalam
3517,tt0255302,Kavalaam Chundan,1967,136 min,-,-,-,malayalam
3523,tt0351642,Rekshas,1984,-,-,-,-,malayalam
3528,tt0470710,Chayam,2004,-,-,-,-,malayalam
3540,tt0344084,Mukhangal,1982,-,-,-,-,malayalam
3544,tt0353783,Narayam,1993,-,6.4,16,-,malayalam
3545,tt2338269,Sthalam,2012,147 min,-,-,Drama            ,malayalam
3549,tt0156126,Thakara,1980,-,6.9,84,"Drama, Romance            ",malayalam
3556,tt0278767,Thaalam,1990,-,-,-,-,malayalam
3561,tt12091980,Thinkalazhcha Nishchayam,2021,109 min,9.4,25,"Comedy, Drama, Romance            ",malayalam
3567,tt0268646,Society Lady,1978,-,-,-,-,malayalam
3569,-,Neelavelicham,,-,-,-,Drama            ,malayalam
3570,tt0283563,Rakilikal,2000,-,-,-,Musical            ,malayalam
3579,-,Kerala Thanimayude Thakam,,-,-,-,Documentary            ,malayalam
3586,tt0353890,Police Diary,1992,-,-,-,"Crime, Drama            ",malayalam
3604,tt9877340,Nalpathiyonnu,2019,134 min,5.3,205,"Drama, Romance            ",malayalam
3606,tt8162946,Ala Break up Song,2018,5 min,8.6,14,"Short, Musical            ",malayalam
3615,tt0240647,Kandathum Kettathum,1989,130 min,6.4,14,Drama            ,malayalam
3633,tt0312540,Chadarangam,1958,-,-,-,-,malayalam
3635,tt6149862,Kathakali,II 2016,74 min,-,-,"Drama, Fantasy            ",malayalam
3641,-,Kalyana Penne,,-,-,-,"Short, Musical, Romance            ",malayalam
3643,tt0255610,Sparsam,1999,135 min,-,-,-,malayalam
3679,tt8188872,Varathan,2018,130 min,7.5,"2,996","Action, Drama, Thriller            ",malayalam
3688,tt0253175,Kanjana,1952,-,-,-,-,malayalam
3689,tt0352134,Aalippazhangal,1987,110 min,-,-,-,malayalam
3690,tt0269675,Oru Sandesam Koodi,1985,-,8.4,5,Drama            ,malayalam
3691,tt0322315,Fort Kochi,2001,-,-,-,"Action, Thriller            ",malayalam
3698,tt7601308,Ira,II 2018,139 min,6.9,731,"Crime, Mystery, Thriller            ",malayalam
3701,tt3830248,Oru Kunju Valiya Karyam,2014,-,-,-,Short            ,malayalam
3708,tt0187340,Nalumani Pookkal,1977,-,4.1,7,-,malayalam
3754,tt9102028,Eliyammachiyude Adhyathe Christmas,2017,-,-,-,Drama            ,malayalam
3773,tt0316681,Sthree Janmam,1977,-,-,-,-,malayalam
3774,-,John Luther,2021,-,-,-,Thriller            ,malayalam
3780,tt3517784,Vallathol - Lokame Tharavadu,2014,56 min,-,-,Documentary            ,malayalam
3783,tt9264336,Driving Licence,2019,135 min,7.2,"2,219","Comedy, Drama, Thriller            ",malayalam
3784,tt0264820,Magalir Mattum,1994,132 min,7.3,508,"Comedy, Drama, Thriller            ",malayalam
3796,tt0251921,Palayam,1993,-,4.3,15,"Action, Drama            ",malayalam
3803,tt5325536,Maalgudi Days,2016,124 min,6.2,98,"Drama, Thriller            ",malayalam
3806,tt13041274,Dinners,2019,20 min,-,-,Short            ,malayalam
3809,tt0275762,Urvasi,1990,-,-,-,-,malayalam
3811,tt6359874,360 Degree Video of Kerala Chief Minister,2016,-,-,-,"Short, News            ",malayalam
3826,tt0291703,Abhayam Thedi,1986,114 min,7.4,53,"Drama, Family            ",malayalam
3827,tt0345802,Ponnethooval,1983,-,-,-,-,malayalam
3829,tt12740862,6th Friday,2018,-,-,-,"Short, Thriller            ",malayalam
3838,tt0350697,Chandragiri Kotta,1984,128 min,-,-,-,malayalam
3843,tt9061104,Oru Ottam Poyalo,2017,8 min,-,-,Short            ,malayalam
3851,tt0282629,January Oru Orma,1987,115 min,7.4,88,"Action, Drama, Thriller            ",malayalam
3853,-,Kunjali Marakkar (IV),,-,-,-,"Action, Biography, Drama            ",malayalam
3862,tt10319592,Aavanithumpee: Single,2013 Video,-,-,-,"Short, Music            ",malayalam
3866,tt0281536,Aayiram Janmangal,1976,112 min,6.0,8,-,malayalam
3880,tt0345771,Parasparam,1983,-,-,-,Drama            ,malayalam
3881,tt7787756,Naked Wheels,2017,30 min,7.4,10,"Documentary, Short            ",malayalam
3883,tt0278604,Onathumbikkoru Oonjaal,1985,-,-,-,-,malayalam
3885,tt0282036,Odakkuzhal,1975,-,-,-,-,malayalam
3887,tt10869474,Safe,V 2019,144 min,7.3,"1,064","Action, Crime, Thriller            ",malayalam
3897,-,Trishna,,-,-,-,Drama            ,malayalam
3899,tt3178294,Rose Guitarinaal,2013,-,4.5,22,"Musical, Romance            ",malayalam
3905,tt5328262,Darvinte Parinamam,2016,148 min,5.3,547,"Action, Comedy, Drama            ",malayalam
3918,tt0356328,Adenthottam,2002,-,-,-,-,malayalam
3928,tt2431382,Grihanathan,2012,127 min,5.6,13,Drama            ,malayalam
3936,tt4897426,Cold Storage,2013,87 min,-,-,"Mystery, Thriller            ",malayalam
3955,tt0278893,Aaranya Kaandum,1975,-,7.0,17,-,malayalam
3963,tt0351632,Rajavembaala,1984,131 min,-,-,-,malayalam
3966,tt0282240,Vazhilakku,1976,-,-,-,-,malayalam
3981,tt0317107,Ashtapadi,1983,-,-,-,-,malayalam
3993,tt0310302,Veena Poovu,1982,133 min,-,-,Romance            ,malayalam
4007,tt1821329,Arjunan Saakshi,2011,-,5.8,296,Drama            ,malayalam
4054,tt3893158,Olicamera,2014,20 min,-,-,"Short, Comedy, Thriller            ",malayalam
4069,tt1102313,Rakshakan,2007,-,3.2,15,"Action, Thriller            ",malayalam
4070,tt6641630,Pareeth Pandari,2017,112 min,6.7,67,Drama            ,malayalam
4073,tt12845912,Nenjil,2020,8 min,-,-,"Short, Musical            ",malayalam
4082,tt0319696,Kochu Kochu Thettukal,2001,-,-,-,-,malayalam
4083,tt4507184,Good Bad & Ugly,2013,106 min,3.5,11,"Drama, Thriller            ",malayalam
4120,tt6416760,Kaviyude Osyath,2017,117 min,3.7,7,Drama            ,malayalam
4124,tt6010610,"LBW: Love, Breakup and War",2016,168 min,6.4,5,"Comedy, Romance            ",malayalam
4139,tt7699320,Ankarajyathe Jimmanmar,2018,129 min,4.5,86,Comedy            ,malayalam
4165,tt0377382,Anyar,2003,-,4.2,12,Drama            ,malayalam
4167,tt0235653,Ottayal Pattalam,1990,133 min,6.5,62,"Comedy, Romance            ",malayalam
4187,-,Udumb,,-,-,-,Thriller            ,malayalam
4188,tt0254468,Kaliyodum,1965,-,-,-,-,malayalam
4192,tt0288409,Achani,1973,-,-,-,-,malayalam
4203,tt0317784,Justice Raja,1983,-,-,-,-,malayalam
4207,tt6664514,Aakashathinum Bhoomikkumidayil,2017,152 min,-,-,Drama            ,malayalam
4219,-,Ekajalakam,,-,-,-,Drama            ,malayalam
4223,tt11280986,Varkey,2020,94 min,8.3,6,Drama            ,malayalam
4272,tt0254721,Puthri,1966,-,-,-,-,malayalam
4278,tt0240711,Maniyan Pillai Athava Maniyan Pillai,1981,120 min,6.5,21,Comedy            ,malayalam
4279,tt3017380,Candle Camera,2015 TV Short,11 min,-,-,"Short, Comedy, Mystery            ",malayalam
4280,tt0273983,Poothiruvathira Raavil,1998,120 min,-,-,Family            ,malayalam
4287,tt0353569,Jaathakam,1989,-,6.0,24,Drama            ,malayalam
4319,tt0305819,Meleparambil Aanveedu,1993,160 min,7.7,564,"Comedy, Drama, Musical            ",malayalam
4320,tt0271801,Sreedharante Onnam Thirumurivu,1987,121 min,6.7,220,"Comedy, Drama, Romance            ",malayalam
4321,tt0271601,Kottayam Kunjachan,1990,120 min,7.3,697,"Action, Comedy, Drama            ",malayalam
4324,tt0268564,Rajan Paranja Katha,1978,-,-,-,-,malayalam
4329,tt0371512,Adyarathirikku Munbu,1990,-,-,-,-,malayalam
4344,tt0275570,Onnam Prathi Olivil,1985,-,-,-,-,malayalam
4349,tt4384456,Rasam,2015,107 min,3.9,80,Drama            ,malayalam
4365,tt5642888,Shikhamani,2016,132 min,4.4,27,"Action, Adventure, Thriller            ",malayalam
4373,tt9526826,Android Kunjappan Ver 5.25,2019,140 min,8.2,"4,018","Comedy, Drama            ",malayalam
4393,tt12814710,Shudhan Johny,2017,9 min,-,-,"Short, Comedy            ",malayalam
4403,tt0272270,Randil Onnu,1978,108 min,-,-,-,malayalam
4409,tt0369931,Shri Sabarimalai Shri Ayyappan,1961,-,-,-,-,malayalam
4418,tt4974192,Jamna Pyari,2015,125 min,4.7,265,"Comedy, Drama            ",malayalam
4438,tt7657746,Zayana,2019,90 min,7.1,184,Drama            ,malayalam
4442,tt1918887,Kaaryasthan,2010,-,4.9,305,Comedy            ,malayalam
4443,tt0254802,Subaidha,1965,-,-,-,-,malayalam
4454,tt0333761,Lahari,1982,-,-,-,-,malayalam
4474,tt10305596,Photographers,2019,1 min,-,-,"Documentary, Short            ",malayalam
4493,tt11497156,Thallumpidi,2020,128 min,6.0,75,Drama            ,malayalam
4496,tt1336017,Veruthe Oru Bharya,2008,142 min,6.3,272,"Comedy, Drama, Family            ",malayalam
4503,tt12676946,CONSCIENCE 3 BLACK,2019,-,-,-,"Short, Drama            ",malayalam
4516,tt6096884,Njandukalude Naattil Oridavela,2017,131 min,7.0,"1,462","Comedy, Family, Romance            ",malayalam
4521,tt0344121,Njan Njanalla,1981,-,-,-,-,malayalam
4522,tt13280536,My Lucky Number is Black,2020,72 min,-,-,"Crime, Drama, Fantasy            ",malayalam
4528,tt8286490,Nila: A river of sere sands,2018,12 min,-,-,Short            ,malayalam
4529,tt0352313,Ee Nootandile Maha Rogam,1987,-,-,-,-,malayalam
4533,tt2380099,Nirakazcha,2010,132 min,5.6,9,Drama            ,malayalam
4539,tt0321071,Achaneyanenikkishtam,2001,-,4.8,72,"Comedy, Drama            ",malayalam
4546,tt0234016,Kasavuthattam,1967,-,-,-,-,malayalam
4568,tt0268766,Yeatho Oru Swapnam,1978,-,-,-,-,malayalam
4581,tt0273074,Alibabayum Arara Kallanmarum,1998,-,5.3,38,"Comedy, Drama            ",malayalam
4600,tt13344626,IVY (Indo-Kenyan Movie),2020,47 min,-,-,"Drama, Family, Romance            ",malayalam
4604,tt8238166,Neelima Nalla Kuttiyanu vs. Chiranjeevi IPS,2016,108 min,-,-,Action            ,malayalam
4614,tt0268936,Anithichuvappu,1984,-,-,-,-,malayalam
4632,tt8326824,Madhuraraja,2019,147 min,6.6,"3,350","Action, Comedy, Drama            ",malayalam
4646,tt0256581,Aaryankavu Kollasangam,1969,-,-,-,-,malayalam
4654,tt0315396,Choondakkari,1977,-,-,-,-,malayalam
4664,tt2210443,Asuravithu,2012,139 min,3.4,95,Action            ,malayalam
4675,-,Gamanam,2021,-,-,-,Drama            ,malayalam
4688,tt9886872,Munthiri Monchan,2019,130 min,7.8,"1,013","Comedy, Romance            ",malayalam
4692,tt0269422,Kanamarayathu,1984,130 min,6.6,132,"Drama, Romance            ",malayalam
4723,tt4222112,The Journey,VII 2014,-,-,-,"Short, Horror            ",malayalam
4728,tt0255253,Independence,1999,-,4.5,55,"Action, Thriller            ",malayalam
4730,tt0271663,Nair Saab,1989,157 min,7.1,438,"Action, Thriller            ",malayalam
4733,tt2076619,Ramzan Nilavu,2011– ,-,-,-,Talk-Show            ,malayalam
4739,tt8016666,Oru Pazhaya Bomb Kadha,2018,147 min,5.4,285,Comedy            ,malayalam
4761,tt0356323,Aalolam Kili,2002,-,-,-,-,malayalam
4766,tt0277060,Kaalachakram,1973,127 min,5.9,8,-,malayalam
4768,tt0808895,Madhuchandralekha,2006,-,3.5,110,"Comedy, Drama, Musical            ",malayalam
4770,tt0482910,Boy Friend,2005,-,4.2,75,"Action, Comedy, Drama            ",malayalam
4783,tt0278078,Swarga Puthri,1973,-,-,-,-,malayalam
4795,tt0234503,Postmane Kananilla,1972,139 min,-,-,"Drama, Music            ",malayalam
4798,tt14298260,School Dairy,2018,-,-,-,-,malayalam
4799,tt0277972,Punyam,2001,122 min,-,-,Drama            ,malayalam
4802,tt0257396,Anadha Silpangal,1971,-,-,-,-,malayalam
4812,tt0352258,Criminals,1987,-,-,-,Musical            ,malayalam
4819,tt0278583,Nanma Niranjavan Srinivasan,1990,128 min,6.2,68,"Comedy, Drama            ",malayalam
4832,tt11541522,Velathaan,2020,118 min,-,-,Drama            ,malayalam
4834,tt0281038,Parivarthanam,1977,-,-,-,-,malayalam
4835,tt6054854,Theyya Theyyam,2014,90 min,-,-,Drama            ,malayalam
4838,tt0255029,Captain,1999,-,-,-,-,malayalam
4850,tt0425165,Kadhavaseshan,2004,-,7.2,203,Drama            ,malayalam
4855,tt3686242,Peruchazhi,2014,151 min,4.0,783,Comedy            ,malayalam
4858,tt0353916,Priyappetta Kukkoo,1992,-,5.2,19,Drama            ,malayalam
4859,tt0251296,Nirmala,1948,-,-,-,Drama            ,malayalam
4864,tt0254816,Thalirukal,1967,-,-,-,-,malayalam
4869,tt0355984,Sakshyam,1995,131 min,4.7,13,Drama            ,malayalam
4870,tt5226426,Aattakatha,2013,135 min,-,-,"Drama, Romance            ",malayalam
4876,tt0345756,Paalam,1983,-,-,-,-,malayalam
4882,tt3431342,Pithavum Kanyakayum,2013,90 min,3.0,8,Drama            ,malayalam
4893,tt8110290,Priyapettavar,2018,125 min,5.1,21,Drama            ,malayalam
4908,tt0404492,Thillana Thillana,2003,118 min,3.2,48,"Comedy, Romance            ",malayalam
4918,tt0355720,Madhuram,2002,-,-,-,Romance            ,malayalam
4940,tt1143118,Ottakkayyan,2007,79 min,5.8,5,Thriller            ,malayalam
4954,tt7926282,Padakkam,2015,-,-,-,"Short, Drama            ",malayalam
4955,tt11791828,Pixelia,2018,70 min,5.8,9,Drama            ,malayalam
4958,tt0275358,Four First Nights,1990,-,-,-,-,malayalam
4962,-,Khali Purse of the Billionaires,2021,-,-,-,Comedy            ,malayalam
4972,tt8090628,Kinavally,2018,141 min,6.5,625,"Comedy, Horror, Mystery            ",malayalam
4995,tt12748308,Hello My Dear Wrong Number 2,2020,-,-,-,"Short, Musical            ",malayalam
5002,tt0896785,Achanurangatha Veedu,2006,120 min,7.0,179,Drama            ,malayalam
5004,tt0235636,Olangal,1982,-,7.6,33,Drama            ,malayalam
5009,tt5332142,Aakashvani,2016,113 min,5.1,72,"Comedy, Drama, Thriller            ",malayalam
5016,tt10287560,Yaanam,2013,-,-,-,Drama            ,malayalam
5025,tt1456965,Vacation,2005,126 min,-,-,Drama            ,malayalam
5026,tt0355803,Nakhachithrangal,2002,-,-,-,Romance            ,malayalam
5027,tt0354052,Sakshal Sreeman Chathunni,1993,-,6.4,38,-,malayalam
5028,tt4664092,Oru Second Class Yathra,2015,104 min,5.3,305,Drama            ,malayalam
5031,tt1305889,Thirakkatha,2008,120 min,7.5,579,"Drama, Romance            ",malayalam
5036,tt0278551,Madakkayathra,1985,-,-,-,-,malayalam
5046,tt0280154,Trisandhya,1990,-,-,-,-,malayalam
5047,tt0240619,Ishtamanu Pakshe,1980,135 min,6.0,8,-,malayalam
5051,tt0358248,Valkannadi,2002,-,5.1,27,Drama            ,malayalam
